full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Affiliate,Sentiment
jb yg nyari base makeup/skincare mampir yuk aku wts cushion dari the originote esqa sama somethinc ada juga skintint tinted sunscreen moist calm down avoskin mrt retinol toner cosrx snail~ dom banten @pvlchritude_ https://t.co/k3UQKnujkY,1794593055733100831,https://pbs.twimg.com/media/GOesvhXaEAIULYt.jpg,,in,,0,1,0,https://x.com/JUALAN_AUTOBASE/status/1794593055733100831,354882092,JUALAN_AUTOBASE,1,2
@nananothavana kalau aku lihat kandungan bahannya sih chemical sunscreen semua yg berarti gak bikin whitecast cuman aku ragu biasanya aku agak kurang cocok sama sunscreen chemical kecuali avoskin bsk aku cobain terus review kamu yaa,1794386395303436606,,nananothavana,in,Indonesia,0,1,0,https://x.com/sccendio/status/1794386395303436606,1255137523321323522,sccendio,0,0
Skin type: Normal to oily Problem: Pengen ngilangin komedo membandel jerawatan di area dagu Yang lagi dipake routine: FW: Rivera Toner: Avoskin/Hayejin ricefila oil toner Mask: Some by mi blackhead dipake seminggu sekali atau dua kali kalo ga mager. Sunscreen: Facetology,1794371853252993220,,,in,,0,0,0,https://x.com/yaakuia/status/1794371853252993220,954501396,yaakuia,0,3
@Unsoedfess1963 aku isi skalian rate ya nder Sunscreen: skin aqua spf 50 (yg putih)9/10 Moist: g2g pink 8/10 Serum: Somethinc 10%niacinamide sabi beet 10/10 Toner: - Fw: Erha (yg biruu) 10/10 Exfo: Avoskin 9/10,1794349598343102661,,Unsoedfess1963,in,"DKI Jakarta, Indonesia",0,2,0,https://x.com/r4skk/status/1794349598343102661,1749359839711764480,r4skk,0,3
@Unsoedfess1963 Sunscreen : Azarine Khalisa Moist : Hadalabo Serum : The ordinary Avoskin Implora (serum menyesuaikan kondisi keuangan) Toner : Pyunkang Yul (worth poll) Fw : Himalaya Exfo : Implora Skintype : Combi to oily,1794334690826154085,,Unsoedfess1963,in,,0,0,0,https://x.com/komengss_/status/1794334690826154085,1708135106479890432,komengss_,0,3
@Unsoedfess1963 Sunscreen: facefologi/you Moist: hadalabo Serum: avoskin/azarine Toner: pyunkangyul/hadalabo Fw: emina/hadalabo Exfo: blm nemu yg cocok Skintype: normal to dry,1794297536565702731,,Unsoedfess1963,in,,0,0,0,https://x.com/urcandiezz/status/1794297536565702731,1447747620605104132,urcandiezz,0,3
JB WTS. Ready produk2 Somethinc (moist Calm Down 50gr dll) Avoskin (toner exfo dll) Azarine (sunscreen dan serum) dan merk yg lainnya. Dom Jatim ya. All new dan exp.aman untuk barang2 lainnnya bisa banget klik tautan terlampir yaa .,1794176567582818346,,,in,,1,0,1,https://x.com/JUALAN_AUTOBASE/status/1794176567582818346,354882092,JUALAN_AUTOBASE,0,2
JB WTS. Ready produk2 Somethinc (moist Calm Down 50gr dll) Avoskin (toner exfo dll) Azarine (sunscreen dan serum) dan merk yg lainnya. Dom Jatim ya. All new dan exp.aman. untuk lebih lanjut bisa banget klik tautan terlampir yaa,1794121195023114299,,,in,,0,0,1,https://x.com/JUALAN_AUTOBASE/status/1794121195023114299,354882092,JUALAN_AUTOBASE,0,2
@ohmybeautybank Mw facetology Fw npure noni Toner hadalabo premium Serum vit c avoskin Sunscreen skin aqua biru Exfo hadalabo tamagohada,1793458362786713914,,ohmybeautybank,in,exo planet,0,0,0,https://x.com/yeolfluffies/status/1793458362786713914,1108283204161593344,yeolfluffies,0,2
@ohmybeautybank akuu pake avoskin nderr pakenya malem terus besok paginya langsung glowingg.. tapi jangan pupa pake sunscreen yaa pagi nya https://t.co/qSV9siG0v0,1793321064468205578,,ohmybeautybank,in,,0,1,0,https://x.com/ilybrownn/status/1793321064468205578,1489436988071907330,ilybrownn,1,1
@ohmybeautybank Avoskin! Helps me a lot with my belangggg combi sama sunscreen originote memperbaiki belangku bangettt asli deh,1793206096238363112,,ohmybeautybank,in,,0,0,0,https://x.com/witchuwell/status/1793206096238363112,1719678501778055168,witchuwell,0,1
@Tysha_Puput Iya lagii mataharinya terik bangeett Harus rajin reapply sunscreen biar nggak gosong pakai sun essence dari Avoskin,1792822352289677428,,Tysha_Puput,in,Indonesia,0,0,1,https://x.com/avoskinbeauty/status/1792822352289677428,1129861128,avoskinbeauty,0,1
micellar water : watsons nivea facewash : cosrx low ph toner : npure ella serum : cosrx (essence) ella avoskin eksfoliasi : elformula moisturizer : skintific ella (day cream) sunscreen : azarine otw nyoba facetology lipbalm/lip oil : vaseline doang aku suka lupa,1792750777955745841,,,in,19 👩🏻‍🦰🎀,0,1,0,https://x.com/jawaraperang/status/1792750777955745841,1756718017269153792,jawaraperang,0,3
micellar water : wardah facewash : cosrx toner : hatomugi serum : vit c &amp; retinol the originote eksfoliasi : avoskin serum moisturizer : labore sunscreen : azarine vit c lipbalm/lip oil : vaseline,1792607054034870581,,,in,,0,0,0,https://x.com/b0rabitches/status/1792607054034870581,1538738542049755136,b0rabitches,0,3
@convomf micellar water : - (ganti cleansing cream by viva) facewash : safi hydra glow toner : avoskin hydrating treatment hijau serum : avoskin Your skin bae ungu eksfoliasi : avoskin moisturizer : aloevera gel innisfree sunscreen : cosrx hijau lipbalm/lip oil : madame gie,1792604239807619161,,convomf,in,AgustD girl🎧,0,0,0,https://x.com/sweetesthna/status/1792604239807619161,1284450591821856776,sweetesthna,0,3
@convomf micellar water : Nivea facewash : Hada labo toner : Skin 1004 serum : Avoskin eksfoliasi : Cosrx moisturizer : Pyungkang yul sunscreen : Azarine lipbalm/lip oil : Vaseline,1792601402516320442,,convomf,in,"Tangerang, Banten",0,0,0,https://x.com/klavinzky/status/1792601402516320442,1404995844151988225,klavinzky,0,3
micellar water : skintific facewash : pond s toner : - serum : beauty of joseon (baru nyoba sebelumnya avoskin) eksfoliasi : elformula moisturizer : skintific sunscreen : azarine lipbalm/lip oil : hello papa (ini udah setahun belum habis jarang banget dipake),1792600944145772917,,,in,,0,0,0,https://x.com/oatimilk/status/1792600944145772917,729401200668512256,oatimilk,0,3
@convomf micellar water : belum Nemu yang bener facewash : Seruni toner : Seruni serum : Seruni eksfoliasi : Avoskin moisturizer : Glad2glow sunscreen : YOU lipbalm/lip oil : Vaseline,1792597596143325369,,convomf,in,"Jawa Barat, Indonesia",0,0,0,https://x.com/amenggs_/status/1792597596143325369,1163528007996207104,amenggs_,0,3
@convomf Micellar water : hampir ga pernah pake blm nemu yg cocok juga Facewash: dear me Toner: dear me Serum: avoskin Eksfoliasi: azarine Moisturizer: cosrx Sunscreen: true to skin Lipbalm: paw-paw,1792591717238976901,,convomf,in,An Earth,0,0,0,https://x.com/akulelah234/status/1792591717238976901,1585549146793996288,akulelah234,0,3
@convomf micellar water : seamakeup facewash : hadalabo toner : hadalabo serum : avoskin eksfoliasi : skintific moisturizer : - // pake pny kaka g2g sunscreen : blm beli // pake pny kk skinaqua lipbalm/lip oil : pawpaw strwbrry,1792584216032538685,,convomf,in,aamiin,0,0,0,https://x.com/ipray4med/status/1792584216032538685,1200078525480357888,ipray4med,0,3
@convomf micellar water : Nivea (udh ada dari sebelum boikot ya ini blm ganti) facewash : somethinc toner : some by mi serum : some by mi eksfoliasi : avoskin moisturizer : some by mi sunscreen : azarine lipbalm/lip oil : -,1792572590755840343,,convomf,in,,0,0,0,https://x.com/ein10_elara/status/1792572590755840343,1418215383484362765,ein10_elara,0,3
@convomf joinnn mw : the originote fw : YOU toner : - serum : - exfo : avoskin mois : glad2glow sunscreen : azarine wardah lipbalm : nivea (mau ganti produk yg ga pro isriwil tp msih bingung),1792565503938146378,,convomf,in,paradis,0,0,0,https://x.com/tunggukiriis/status/1792565503938146378,1262249328090836994,tunggukiriis,0,3
@convomf micellar water : garnier (yg biru) facewash : cosrx toner : hadalabo serum : nuface (Vit c) eksfoliasi : avoskin moisturizer : g2g ijo sunscreen : azarine lipbalm/lip oil : originote bnb,1792559450458624269,,convomf,in,,0,0,0,https://x.com/amarujogja/status/1792559450458624269,1466635622718660610,amarujogja,0,3
@convomf micellar water : garnier pink / anua facewash : cosrx salycilic acid toner : pyunkangyul / anua serum : skin1004 kuning / pyunkangyul /skintific retinol / skintific 377 eksfoliasi : avoskin moisturizer : skin1004 /somebymi aha bha sunscreen : carasun lipbalm/lip oil : -,1792553306222628961,,convomf,in,,0,0,0,https://x.com/seaweedlafy/status/1792553306222628961,1634448735190257665,seaweedlafy,0,3
@convomf micellar water : nivea (ini lg ngabisin) facewash : natasha toner : emina serum : natasha eksfoliasi : avoskin moisturizer : hadalabo sunscreen : skin aqua lipbalm/lip oil : vaseline (ngabisin ni srius),1792538574073823321,,convomf,in,"Rotterdam, The Netherlands",0,0,0,https://x.com/sirreio/status/1792538574073823321,1344096078874873860,sirreio,0,3
@convomf micellar water : facetology facewash : kojiesan/skintific toner : jumiso serum : skin1004 azarine eksfoliasi : avoskin moisturizer : skin game sunscreen : originote lipbalm/lip oil : -,1792537841760891041,,convomf,in,변우석,0,0,0,https://x.com/creepybutbeauty/status/1792537841760891041,1132707980149846016,creepybutbeauty,0,3
@pipkies sejauh ini produk yang menurut gue bagus buat bekas itu serum avoskin alpha arbutin serum vitamin c maskeran juga (gue pake masker camille) sama rajin reapply sunscreen juga ngaruh kok,1792534801528066049,,pipkies,in,,0,1,1,https://x.com/SexiestMiye/status/1792534801528066049,806912801855811588,SexiestMiye,0,1
@convomf micellar water : the originote/sea makeup facewash : acnes creamy wash toner : npure centella asiatica serum : avoskin ysb eksfoliasi : avoskin miraculous refining serum moisturizer : glad2glow/avoskin sunscreen : azarine lipbalm/lip oil : vaseline tp lg beralih ke lip serum sih,1792534712969482723,,convomf,in,,0,0,0,https://x.com/kidmealls/status/1792534712969482723,1409404092280049667,kidmealls,0,3
@ohmybeautybank gaa boseen ngerekomendasiin product dari avoskin krna jujurr emg ngaruhhh cb pke niacin/alpha arbutin di malem hari trs paginya combo vit c + sunscreen dijamin cerahan bgt https://t.co/km4DKM04Ls,1792509889807593761,,ohmybeautybank,in,beauty zone.,0,0,0,https://x.com/nnnayyyss_/status/1792509889807593761,1740365946475421696,nnnayyyss_,1,1
@convomf micellar water : facetology facewash : hadalabo toner : pyunkang yul serum : - eksfoliasi : avoskin moisturizer : glow better sunscreen : facetology lipbalm/lip oil : vaseline,1792489216611655912,,convomf,in,,0,0,0,https://x.com/AILEISR/status/1792489216611655912,1611681277668904961,AILEISR,0,3
@convomf micellar water : garnier ( mau ganti tapi blm ada yg cocok ) facewash : cosrx toner : hadalabo serum : - eksfoliasi : avoskin moisturizer : kalo lg kaya pake cosrx kalo gd duit ceramon sunscreen : facetology (kalo lagi breakout pake azarine) lipbalm/lip oil : originote lip oil,1792481603480101138,,convomf,in,,0,0,0,https://x.com/eyylotto/status/1792481603480101138,1615156880061665280,eyylotto,0,3
@convomf micellar water : Sea makeup facewash : Y.O.U toner : Y.O.U serum : belum nemu yg cocok eksfoliasi : Avoskin moisturizer : Glad2Glow sunscreen : Azarine lipbalm/lip oil : Emina,1792477515992519047,,convomf,in,,0,0,0,https://x.com/abcdecaass/status/1792477515992519047,1713381344313843712,abcdecaass,0,3
@convomf micellar water : wardah aloe vera facewash : wardah seaweed cosrx toner : avoskin biru serum : - eksfoliasi : npure cica clear pad moisturizer : eiem beauty skintific sunscreen : skin aqua putih lipbalm/lip oil : vaseline,1792475157602443649,,convomf,in,Nidavellir,0,0,0,https://x.com/spicyfreak_/status/1792475157602443649,1376094519985270785,spicyfreak_,0,3
@Geegalleryofc Wah udah boleh banget tuh cobain retinol ampoulenya Yang penting kalo kulit kamu kering wajib dilayer sama produk yang menghidrasi dan nggak boleh lupa buat apply sunscreen besok paginya yaah!!,1792469193759265054,,Geegalleryofc,in,Indonesia,0,0,0,https://x.com/avoskinbeauty/status/1792469193759265054,1129861128,avoskinbeauty,0,1
main ini yuk kasih tau yg kalian pakai apa ajaa micellar water : - (pakainya viva milk and tonic) facewash : cosrx toner : belum beli serum : belum beli biasanya pakai avoskin eksfoliasi : Focalskin moisturizer : hnh sunscreen : hnh lipbalm/lip oil : buttered,1792465442138894698,,,in,Jay's kesayangan,0,0,0,https://x.com/slythveriin/status/1792465442138894698,1403403664971112451,slythveriin,0,3
@convomf micellar water : - facewash : hadalabo gkujuyun toner : hadalabo ijo serum : nutrishee eksfoliasi : avoskin moisturizer : labore gel sunscreen : azarine lipbalm/lip oil : wardah greentea,1792453794644799845,,convomf,in,location unknown,0,0,0,https://x.com/bulanmaulyd/status/1792453794644799845,1172155820856885248,bulanmaulyd,0,3
@convomf micellar water : sea makeup facewash : hadalabo toner : the originote yg ijo itu serum : avoskin eksfoliasi : somethinc moisturizer : the originote ijo sunscreen : azzarine ijo sama wardah biru lipbalm/lip oil : pawpaw strawberry,1792451902359429558,,convomf,in,,0,0,0,https://x.com/kreactiif/status/1792451902359429558,868738110942715904,kreactiif,0,3
micellar water : sea makeup (ini masih belom abis sampe sekarang coy) facewash : harlette toner : skin1004 serum : somethinc eksfoliasi : avoskin moisturizer : la roche posay sunscreen : skin1004 lipbalm/lip oil : -,1792450934519533996,,,in,she/her.,0,2,0,https://x.com/sevnju/status/1792450934519533996,1331236091249082368,sevnju,0,3
@convomf micellar water : Facetology Sea make up facewash : Scora toner : Seca hydrating serum : g2g eksfoliasi : Avoskin moisturizer : Scora Skintific sunscreen : Facetology lipbalm/lip oil : Hanasui Vaseline,1792445153397047303,,convomf,in,how ya doin homies,0,0,0,https://x.com/geneviebiee/status/1792445153397047303,1524771363092766720,geneviebiee,0,3
@convomf micellar water : pke ny cleansing oil hadalabo facewash : hadalabo toner : hadalabo serum : avoskin niacin eksfoliasi : avoskin refining moisturizer : hadalabo sunscreen : azarine lipbalm/lip oil : wardah,1792441263389831589,,convomf,in,Indonesia,0,0,0,https://x.com/tiyaliyaz/status/1792441263389831589,1364952106126487560,tiyaliyaz,0,3
@convomf micellar water : garnier (blm abis soon mau ganti ke sea makeup) facewash : cosrx toner : cosrx serum : avoskin dan revox eksfoliasi : avoskin moisturizer : cosrx sunscreen : skinaqua lipbalm/lip oil : pure paw paw,1792440391305941204,,convomf,in,Neverland,0,0,0,https://x.com/piriimidin/status/1792440391305941204,2885771826,piriimidin,0,3
@convomf micellar water : wardah facewash : hadalabo gokujyun toner : the originote cica serum : - eksfoliasi : avoskin moisturizer : skintific dorskin (lg cb acnaway jg) sunscreen : skinaqua (tp pgn ganti) lipbalm : wardah,1792435547396616283,,convomf,in,,0,0,0,https://x.com/fovteey/status/1792435547396616283,1451812410986172419,fovteey,0,3
Cek YSB Shield of Sun Essence SPF 50 PA++++ 5 ml #Avoskin Original Sunscreen dengan harga Rp59.000. Dapatkan di Shopee sekarang! https://t.co/AzTmfXvQX7,1792432227865034773,,,in,Kebumen,0,0,0,https://x.com/EvermosSStore2/status/1792432227865034773,1506226526043353090,EvermosSStore2,1,2
@convomf Micellar water : facetology yg calendula Facewash : facetology Toner : Hadalabo orange Serum : g2g pink kuning vit c Avoskin ungu Eksfoliasi : azarine biru Moisturizer : g2g ungu Sunscreen: facetology Lipblam : buttered balm dear me beauty,1792431797483291063,,convomf,in,Yogyakarta,0,0,0,https://x.com/maymaylova/status/1792431797483291063,1119430932144852994,maymaylova,0,3
@convomf micellar water : wardah perfect bright facewash : wardah hydra rose toner : wardah aloe vera serum : skin1004 brightening eksfoliasi : avoskin moisturizer : originote cica sunscreen : azarine warna biru lipbalm/lip oil : vaseline royal jelly (ini belinya sebelum ada boikot),1792430571186258399,,convomf,in,@Navante555,0,0,0,https://x.com/Na_Vante555/status/1792430571186258399,1267606125429452800,Na_Vante555,0,3
@convomf Wm : garnier pink (ngabisin) Facewash : innisfree bija Toner : hadalabo ijo Serum : skintific niacin Eksfoliasi : avoskin Moisturizer : skintific biru Sunscreen : emina bare skin Lipbalm= -,1792425669147955597,,convomf,in,,0,0,0,https://x.com/buburnykak/status/1792425669147955597,1137237347546746880,buburnykak,0,3
@ohmybeautybank Kalo aku pagi pake vitamin c serum combo sunscreen malamnya exfo pake toner avoskin mrt 2-3x seminggu sama retinol serum 2x seminggu. https://t.co/01PfUwAN9X,1792418159515017373,,ohmybeautybank,in,dimanamanahatikusenang,0,0,0,https://x.com/ice_matchalate/status/1792418159515017373,1095947500735713281,ice_matchalate,1,2
@convomf micellar water : Wardah seaweed facewash : cosrx low ph gm toner : pyunkangyul serum : avoskin aa eksfoliasi : cosrx baru nyoba 1x moisturizer : cosrx oil free sunscreen : skin Aqua milk lipbalm/lip oil : emina mask ppp buttered,1792410038105186469,,convomf,in,dihati jisung,0,0,0,https://x.com/tikajh2/status/1792410038105186469,1478146144282710020,tikajh2,0,3
@convomf micellar water : sea make up (dl pke garnier) facewash : acnes toner : npure serum : eksfoliasi : avoskin moisturizer : cosrx sunscreen : skinaqua lipbalm/lip oil : nivea sm vaselin Saran serum donggg,1792310158661660877,,convomf,in,"Samarinda, Kaltim-Indonesia",0,0,0,https://x.com/Keirairsamodie/status/1792310158661660877,1216352816853221376,Keirairsamodie,0,3
@convomf main ini yuk kasih tau yg kalian pakai apa ajaa micellar water : sea make-up facewash : corx toner : whitelab serum : zlota eksfoliasi : avoskin moisturizer : skin1004 sunscreen : facetology lipbalm/lip oil : pure paw paw,1792298942392349176,,convomf,in,dnfwoc 𖦹 🐯 ᵎᵎ˙,0,0,0,https://x.com/cittenstill_/status/1792298942392349176,1784415472043364352,cittenstill_,0,3
@convomf micellar water : sea make up facewash : cc (udh lama beli next mau ganti cz boikot) toner : - serum : avoskin alpha arbutin eksfoliasi : avoskin toner moisturizer : orijinot sunscreen : facetology lipbalm/lip oil : wardah oren(ilang tai baru beli),1792290865660178500,,convomf,in,,0,0,0,https://x.com/avocadosea/status/1792290865660178500,1378152126891708417,avocadosea,0,3
@convomf micellar water : masih garnier sih skrg ganti jd the orignote facewash : wardah hydra rose toner : skintific serum : the ordinary avoskin cosrx eksfoliasi : avoskin somethinc moisturizer : skintific illiyoon cosrx sunscreen : azarine lipbalm/lip oil : vaseline pawpaw,1792264179568746886,,convomf,in,잔 | sbt acc,0,0,0,https://x.com/wjdnotmyworld/status/1792264179568746886,1427974903995670531,wjdnotmyworld,0,3
@convomf micellar water : skintific facewash : himalaya toner : somethinc serum : avoskin eksfoliasi : avoskin moisturizer : hadalabo sunscreen : facetology lipbalm/lip oil : wardah,1792243246736998440,,convomf,in,,0,0,0,https://x.com/lanadelzeyy/status/1792243246736998440,1095213598941503488,lanadelzeyy,0,3
@convomf micellar water : - facewash : hadalabo toner :pyun kang yul serum :avoskin eksfoliasi : avoskin moisturizer :skintific sunscreen :acnaway &amp; biaqua lipbalm/lip oil : biaqua nenhong pink gel,1792238139706376681,,convomf,in,,0,1,0,https://x.com/antrme_rungkad/status/1792238139706376681,1774071793927725056,antrme_rungkad,0,3
@convomf micellar water : wardah facewash : wardah &amp; koejisan toner : wardah serum : wardah eksfoliasi : avoskin moisturizer : oriflame &amp; wardah sunscreen : skin aqua lipbalm/lip oil : oriflame,1792237691146576265,,convomf,in,Planet bekasi,0,0,0,https://x.com/_McflurryOreeo/status/1792237691146576265,1475264381361418241,_McflurryOreeo,0,3
@convomf micellar water : wardah ijo facewash : hadalabo toner : hatomugi serum : implora luminous eksfoliasi : avoskin &amp; lacoco moisturizer : the originote sunscreen : skinaqua lipbalm/lip oil : pure pawpaw,1792236371857625286,,convomf,in,,0,0,0,https://x.com/kkayelas/status/1792236371857625286,1562796566418624512,kkayelas,0,3
micellar water : kye cleansing balm : skintific lip &amp; eye makeup remover : holika holika facewash : cosrx toner : pyunkang yul serum : avoskin eksfoliasi : avoskin moisturizer : skintific sunscreen : azarine lipbalm/lip oil : vaseline + ppp,1792229526573093103,,,in,she/her ; legal,0,1,0,https://x.com/alatusyo/status/1792229526573093103,1654270155403448321,alatusyo,0,3
@convomf main ini yuk kasih tau yg kalian pakai apa ajaa micellar water : wardah facewash : wardah toner : avoskin serum : avoskin eksfoliasi : - moisturizer : wardah sunscreen : azarine lipbalm/lip oil : vaseline,1792228104624320953,,convomf,in,"Jombang, Jawa Timur, Indonesia",0,0,0,https://x.com/dnimalzz/status/1792228104624320953,2430335468,dnimalzz,0,3
micellar water : originote facewash : wardah *tp ga cocok mau cari ganti toner : avoskin vit c salicylic acid serum : azarine vit C avoskin niacin eksfoliasi : azarine aha bha moisturizer : g2g berry safi sunscreen : implora lipbalm/lip oil : wardah honey,1792227041750012414,,,in,,0,0,0,https://x.com/nekorenjiiii/status/1792227041750012414,814081019582132224,nekorenjiiii,0,3
micellar water : garnier pink facewash : you yg ijo (gatau lupa) toner : npure serum : whitelab eksfoliasi : avoskin moisturizer : g2g pink centella sunscreen : skin aqua tutup putih lipbalm/lip oil : pure paw paw,1792226218814865580,,,in,,0,0,0,https://x.com/pikann1/status/1792226218814865580,1559803378217406466,pikann1,0,3
@convomf micellar water : wardah facewash : wardah toner : ponds (mau ganti tp gatau kemana) serum : - eksfoliasi : avoskin moisturizer : g2g sunscreen : wardah lipbalm/lip oil : vaselline (ni jg mau ganti),1792220959057096893,,convomf,in,antonychenn's,0,0,0,https://x.com/cikuelen/status/1792220959057096893,1726082025634033664,cikuelen,0,3
@convomf micellar water : viva facewash : wardah toner : hadalabo serum : originote eksfoliasi : avoskin moisturizer : originote sunscreen : wardah lipbalm/lip oil : vaseline (boycoy ygy -btw aku ngabisin sisa otw ganti),1792220087400939682,,convomf,in,"Bandung, Jawa Barat",0,1,0,https://x.com/skrpsvt/status/1792220087400939682,1439043964003254272,skrpsvt,0,3
@convomf Disclaimer... ini semua ulah cewek saya. micellar water : garnier facewash : avoskin toner : madagascar serum : madagascar eksfoliasi : - moisturizer : cosrx sunscreen : emina lipbalm/lip oil : vaseline,1792192143525806253,,convomf,in,Here,0,0,0,https://x.com/gorilla45561364/status/1792192143525806253,1780884707028430848,gorilla45561364,0,3
@convomf micellar water : nivea biru facewash : hadalabo toner : the originote npure cica serum : avoskin kuning eksfoliasi : - moisturizer : scora glamazing g2g sunscreen : emina yg kuning barrier lipbalm/lip oil : nivea,1792189004919849191,,convomf,in,,0,1,0,https://x.com/ddailynaa/status/1792189004919849191,1500075392501108736,ddailynaa,0,3
@convomf micellar water : facetology salicylic acid facewash : senka sakura white toner : pyungkang yul essence serum : implora ungu (tapi lagi jarang pake) eksfoliasi : avoskin miraculous moisturizer : glad 2 glow hijau sunscreen : facetology lipbalm/lip oil : lip ice sport,1792187329450569825,,convomf,in,,0,0,0,https://x.com/purplelilac30/status/1792187329450569825,1322869506633465856,purplelilac30,0,3
cleanser: larissa milk cleanser facewash: hadalabo tamago toner: - serum: wardah lightning eksfoliasi: avoskin moisturizer: skintific sunscreen: skinaqua tutup ijo lipbalm: laneige,1792178665624908151,,,in,,0,0,0,https://x.com/yasandsour/status/1792178665624908151,1714550621112774656,yasandsour,0,3
@convomf micellar water : - (pake cleansing oil biore) facewash : wardah toner : pyunkang yul serum : azarine eksfoliasi : somethinc (mau ganti avoskin) moisturizer : ceramon sunscreen : omg lipbalm/lip oil : ppw,1792176563934711953,,convomf,in,help,0,0,0,https://x.com/chocoffeeyyy/status/1792176563934711953,1140245816663105536,chocoffeeyyy,0,3
@convomf micellar water : ponds atauga wardah facewash : cosrx dan wardah toner : belum plis saranin toner poremizing serum : avoskin dan azarine eksfoliasi : skintific moisturizer : bioaqua sunscreen : azarine atauga emina lipbalm/lip oil : ppp dan innisfree,1792166515086922108,,convomf,in,,0,0,0,https://x.com/w0nmeow/status/1792166515086922108,1756302629934931968,w0nmeow,0,3
@convomf micellar water : wardah facewash : cosrx toner : cosrx serum : - eksfoliasi : avoskin moisturizer : - sunscreen : facetology lipbalm/lip oil : - yg - tlg saranin dong apa yg bagus buat oily skin dan bibir gelap :(,1792159165089185988,,convomf,in,,0,0,0,https://x.com/caramerose/status/1792159165089185988,1776183530315497472,caramerose,0,3
@convomf micellar water : facetology facewash : himalaya toner : pyungkang yul serum : skin1004 eksfoliasi : avoskin lactic acid avoskin MRT moisturizer : nivea sunscreen : skinaqua lipbalm/lip oil : nivea/vaseline,1792156651983950275,,convomf,in,💜💎,0,0,0,https://x.com/agaksukatypo/status/1792156651983950275,1294770558723219456,agaksukatypo,0,3
